origin_no	sort_id	token	number	frequency
24948	26483	cryptic	10290	2.265e-06
23230	19954	murdoch	10290	2.265e-06
22446	25388	serene	10290	2.265e-06
19964	25321	philanthropic	10289	2.265e-06
12549	29369	tidy	10289	2.265e-06
19876	20663	1769	10285	2.264e-06
22629	22358	gillian	10284	2.264e-06
21777	15522	cyrillic	10282	2.263e-06
26806	25310	##taken	10282	2.263e-06
24975	23550	waller	10282	2.263e-06
22001	25594	devastation	10281	2.263e-06
19219	18070	musee	10281	2.263e-06
22895	25434	##national	10280	2.263e-06
19482	22034	mcgee	10280	2.263e-06
23294	22477	dvds	10279	2.262e-06
25194	26475	elusive	10279	2.262e-06
21945	25431	horsemen	10279	2.262e-06
23296	21460	36th	10278	2.262e-06
19625	26170	cedric	10276	2.262e-06
22465	26096	inherently	10276	2.262e-06
19646	19174	nanny	10275	2.262e-06
20677	24840	improves	10274	2.261e-06
19620	21306	endings	10273	2.261e-06
23807	21915	ndp	10272	2.261e-06
21013	25019	missy	10272	2.261e-06
17820	22515	sabah	10271	2.261e-06
22290	25839	##lellan	10270	2.261e-06
25164	23127	furnishings	10270	2.261e-06
26409	17685	darcy	10268	2.260e-06
20933	25469	##dity	10265	2.259e-06
25561	22534	operatic	10265	2.259e-06
24468	24449	##rage	10265	2.259e-06
24096	23796	##schen	10265	2.259e-06
22905	23116	calais	10265	2.259e-06
21741	28692	crossbow	10261	2.259e-06
22136	20830	bonaparte	10259	2.258e-06
20304	20329	leiden	10259	2.258e-06
18638	21509	##nesia	10259	2.258e-06
27237	26022	##dicated	10258	2.258e-06
28409	23536	invasions	10258	2.258e-06
25313	25864	casket	10257	2.258e-06
9603	23939	insurgency	10256	2.257e-06
22676	27372	parapet	10256	2.257e-06
21808	23315	specialising	10255	2.257e-06
14216	28521	taxon	10254	2.257e-06
24404	23229	radiating	10252	2.257e-06
25369	28383	parana	10250	2.256e-06
23563	22181	mellon	10248	2.256e-06
21306	20436	davey	10247	2.255e-06
17019	23820	transmitting	10247	2.255e-06
23100	24948	convicts	10245	2.255e-06
24507	22502	uncomfortably	10244	2.255e-06
18261	24255	engages	10241	2.254e-06
11102	25870	influencing	10241	2.254e-06
24151	24961	sparsely	10241	2.254e-06
24717	24911	##standing	10240	2.254e-06
15851	24719	tentacles	10238	2.253e-06
19694	22051	38th	10237	2.253e-06
24962	24777	littered	10234	2.253e-06
12060	20713	199	10233	2.252e-06
16980	27286	jillian	10232	2.252e-06
26119	24009	fastened	10231	2.252e-06
24095	21339	internationale	10231	2.252e-06
16973	22748	stinging	10231	2.252e-06
24981	25570	larkin	10230	2.252e-06
21234	22642	##nburg	10229	2.251e-06
23362	24010	feasibility	10228	2.251e-06
27485	21074	volvo	10228	2.251e-06
28993	28822	herds	10227	2.251e-06
23436	24228	##lty	10227	2.251e-06
23004	24011	idf	10226	2.251e-06
16519	23973	showered	10226	2.251e-06
24906	24319	footprint	10223	2.250e-06
25188	23089	burkina	10223	2.250e-06
23766	22457	picasso	10221	2.250e-06
22217	25378	##ports	10221	2.250e-06
25750	25014	huffed	10220	2.250e-06
26396	26471	obligatory	10218	2.249e-06
14740	25631	operatives	10217	2.249e-06
19974	21173	schleswig	10216	2.249e-06
25797	21685	##biology	10215	2.248e-06
14460	22833	frigates	10214	2.248e-06
25141	23799	doping	10213	2.248e-06
23153	16832	1758	10213	2.248e-06
26198	24356	rallied	10212	2.248e-06
24695	24022	assigns	10212	2.248e-06
23652	19735	wraps	10211	2.248e-06
22448	22366	rockies	10210	2.247e-06
23921	25357	adapting	10209	2.247e-06
23486	26465	enactment	10207	2.247e-06
26426	27071	teaser	10207	2.247e-06
24800	28640	##eza	10206	2.246e-06
21022	24617	sandals	10206	2.246e-06
23665	28370	##zos	10205	2.246e-06
21776	22743	##church	10203	2.246e-06
25668	21543	##stadt	10203	2.246e-06
22056	27673	progressing	10201	2.245e-06
15255	20128	judd	10201	2.245e-06
18217	23372	temperance	10201	2.245e-06
21302	25620	exchanging	10199	2.245e-06
22785	25963	outdated	10199	2.245e-06
23115	22710	rumored	10198	2.245e-06
25573	28512	excused	10196	2.244e-06
23456	21954	pursed	10196	2.244e-06
26174	23443	wehrmacht	10194	2.244e-06
23618	20245	genevieve	10192	2.243e-06
20843	25108	2500	10192	2.243e-06
23443	24250	plainly	10192	2.243e-06
12861	21550	christy	10191	2.243e-06
24538	20750	cummings	10190	2.243e-06
24201	23892	mutants	10189	2.243e-06
23664	19698	vaudeville	10188	2.242e-06
22014	22306	dinamo	10188	2.242e-06
22834	23299	grassroots	10188	2.242e-06
18943	22359	lipstick	10188	2.242e-06
22909	21353	shortlisted	10187	2.242e-06
21067	23494	dyer	10187	2.242e-06
1136	25249	ipad	10185	2.242e-06
24228	21240	bogota	10183	2.241e-06
18936	29339	##nir	10182	2.241e-06
8964	23168	ritter	10181	2.241e-06
24509	27047	corsica	10177	2.240e-06
6871	26881	cynical	10177	2.240e-06
26160	22832	regents	10177	2.240e-06
25556	24614	bathed	10177	2.240e-06
22498	22980	drumming	10176	2.240e-06
17857	22456	loosened	10176	2.240e-06
25877	24764	##keepers	10174	2.239e-06
22795	26824	##tsky	10171	2.239e-06
23404	26422	provocative	10171	2.239e-06
19471	28498	ubiquitous	10170	2.239e-06
19926	26290	blindness	10169	2.238e-06
22954	23728	originals	10168	2.238e-06
25007	20326	marley	10167	2.238e-06
20465	20508	dowager	10167	2.238e-06
24372	23016	whipping	10166	2.238e-06
22349	27086	##typical	10165	2.237e-06
16687	29092	##wani	10164	2.237e-06
19889	29556	boredom	10163	2.237e-06
14446	24626	hesitantly	10162	2.237e-06
23987	25952	detecting	10161	2.237e-06
23053	24268	##aster	10160	2.236e-06
21520	25000	fielder	10160	2.236e-06
24535	24205	advisers	10159	2.236e-06
23885	24297	epilogue	10159	2.236e-06
22156	26656	##ibar	10159	2.236e-06
24583	25397	nestor	10155	2.235e-06
25891	23723	catfish	10155	2.235e-06
25416	25428	psychologists	10151	2.234e-06
23061	23739	lukas	10150	2.234e-06
14473	23687	whaling	10148	2.234e-06
22848	25523	##ference	10145	2.233e-06
22978	20914	macy	10145	2.233e-06
27739	21370	bernardino	10141	2.232e-06
17701	24345	soluble	10140	2.232e-06
24300	27193	tyrol	10140	2.232e-06
20952	27484	##pressive	10139	2.232e-06
24375	24161	staten	10138	2.231e-06
25592	25680	##tyn	10136	2.231e-06
7486	24731	copying	10136	2.231e-06
26007	28268	nutritional	10135	2.231e-06
25755	25496	aromatic	10135	2.231e-06
26165	25342	entourage	10133	2.230e-06
15794	27120	onboard	10133	2.230e-06
28489	23425	##wice	10132	2.230e-06
26843	20835	anaheim	10132	2.230e-06
21910	27443	stucco	10131	2.230e-06
16616	29145	zebra	10131	2.230e-06
12702	28316	dmitri	10129	2.229e-06
18728	25609	slices	10129	2.229e-06
17913	21747	serge	10129	2.229e-06
23038	23552	terminating	10126	2.229e-06
20081	26084	opined	10122	2.228e-06
25256	28505	##zog	10121	2.228e-06
23092	29207	##vna	10121	2.228e-06
24334	26626	despised	10120	2.228e-06
20955	16867	##suke	10119	2.227e-06
5877	21482	##dridge	10118	2.227e-06
26050	21377	buzzed	10118	2.227e-06
20770	25211	starboard	10118	2.227e-06
24195	28509	warring	10117	2.227e-06
24736	22431	242	10117	2.227e-06
24131	19619	ulrich	10116	2.227e-06
9774	20866	baird	10116	2.227e-06
21138	25050	suriname	10115	2.226e-06
16221	21870	fitzroy	10115	2.226e-06
19161	24378	bundled	10113	2.226e-06
25532	25755	wwii	10111	2.226e-06
21254	20484	kathryn	10111	2.226e-06
23173	19482	hewitt	10109	2.225e-06
23834	21213	larson	10108	2.225e-06
24187	22927	##lberg	10106	2.224e-06
24364	23650	##clave	10106	2.224e-06
18143	28937	inference	10106	2.224e-06
20756	25825	civilized	10105	2.224e-06
22852	22234	254	10097	2.222e-06
24777	22284	bafta	10097	2.222e-06
9148	19127	elton	10096	2.222e-06
22936	24381	owes	10096	2.222e-06
22744	28382	landfill	10096	2.222e-06
12200	24480	martini	10096	2.222e-06
20832	23008	auditioned	10094	2.222e-06
21825	25306	armada	10094	2.222e-06
23639	24386	piracy	10093	2.222e-06
22842	23234	tariff	10093	2.222e-06
23798	23533	bsc	10092	2.221e-06
20328	22526	dripped	10092	2.221e-06
16978	22235	mongols	10092	2.221e-06
23095	25884	fabrication	10091	2.221e-06
22526	25748	backlash	10089	2.221e-06
22407	25181	##tops	10089	2.221e-06
22940	25187	elaborated	10089	2.221e-06
23055	24791	aiding	10088	2.220e-06
23759	25494	##gman	10088	2.220e-06
23278	23117	monde	10087	2.220e-06
25343	20977	holloway	10085	2.220e-06
19440	26020	##kato	10085	2.220e-06
11154	23558	outraged	10084	2.220e-06
21066	23540	ecumenical	10083	2.219e-06
21809	24025	hurled	10083	2.219e-06
11816	21201	##berto	10083	2.219e-06
23844	25125	renal	10083	2.219e-06
25211	15409	francesca	10083	2.219e-06
22015	20651	intercity	10082	2.219e-06
22787	22378	schultz	10082	2.219e-06
22813	23930	##iferous	10080	2.219e-06
4168	24968	##vish	10079	2.218e-06
22006	22559	walkers	10075	2.218e-06
12159	25761	##ivation	10071	2.217e-06
23679	23034	dunbar	10070	2.216e-06
26351	25571	logos	10069	2.216e-06
17388	22076	dickson	10068	2.216e-06
24042	23676	maternity	10067	2.216e-06
3336	24934	reorganisation	10066	2.216e-06
16190	21611	264	10066	2.216e-06
22613	26014	alteration	10065	2.215e-06
23273	26773	regulates	10062	2.215e-06
20928	24211	estranged	10061	2.215e-06
25946	21712	buckinghamshire	10061	2.215e-06
24899	25796	radically	10061	2.215e-06
23597	20230	putnam	10061	2.215e-06
24907	21838	croydon	10060	2.214e-06
4594	23772	spd	10060	2.214e-06
25246	28142	excerpt	10059	2.214e-06
22306	24535	disturbances	10058	2.214e-06
8858	23122	hellenic	10058	2.214e-06
22867	20183	deepened	10058	2.214e-06
23040	22100	hz	10058	2.214e-06
22737	24389	devlin	10058	2.214e-06
24427	26382	newtown	10057	2.214e-06
14950	20586	bertrand	10056	2.213e-06
26161	27764	dispose	10055	2.213e-06
21797	22682	peninsular	10050	2.212e-06
22970	23146	wasps	10050	2.212e-06
6005	27031	##nage	10049	2.212e-06
20090	26597	invariably	10048	2.212e-06
24700	25946	baskets	10048	2.212e-06
23940	23196	##tower	10048	2.212e-06
21344	24254	topographic	10048	2.212e-06
11479	26247	##meo	10046	2.211e-06
22109	24467	inmate	10045	2.211e-06
17747	23761	applicant	10045	2.211e-06
10912	23203	ogden	10044	2.211e-06
23245	20955	hartley	10043	2.211e-06
20022	25332	crises	10042	2.210e-06
26659	24105	scholastic	10041	2.210e-06
4495	24400	rourke	10040	2.210e-06
23349	26456	##raine	10039	2.210e-06
20989	25089	##mined	10039	2.210e-06
25966	27596	fatima	10036	2.209e-06
25993	24478	refurbishment	10034	2.209e-06
23887	21151	ventura	10033	2.208e-06
22387	22027	manufactures	10032	2.208e-06
26041	21806	##tenberg	10031	2.208e-06
25716	21950	262	10030	2.208e-06
11163	25173	offenses	10029	2.207e-06
23594	24034	oblivion	10027	2.207e-06
20602	24835	widows	10026	2.207e-06
23157	22683	tinged	10025	2.207e-06
18161	23362	chilled	10024	2.206e-06
15774	25670	smarter	10023	2.206e-06
23579	23838	recaptured	10023	2.206e-06
17703	24685	avoidance	10022	2.206e-06
23918	19433	##ة	10022	2.206e-06
18885	23979	insulting	10022	2.206e-06
22337	22343	241	10020	2.205e-06
21611	25303	murderous	10020	2.205e-06
23047	26974	wielding	10020	2.205e-06
19904	22910	filtering	10019	2.205e-06
4858	26792	##gative	10017	2.205e-06
19850	28078	##uously	10015	2.204e-06
11245	23317	choreographed	10014	2.204e-06
23596	24680	purposely	10014	2.204e-06
27470	25401	sprayed	10011	2.204e-06
25337	25189	uniformed	10011	2.204e-06
7810	22374	risked	10010	2.203e-06
8591	24171	acidic	10009	2.203e-06
24431	26242	manipulating	10009	2.203e-06
27265	24444	onions	10009	2.203e-06
12526	24001	saigon	10009	2.203e-06
19963	26909	netting	10007	2.203e-06
26360	22550	fremont	10007	2.203e-06
16767	23076	##kyu	10006	2.202e-06
20605	18637	##zaki	10005	2.202e-06
22505	25886	mahmud	10005	2.202e-06
18440	24395	##ergy	10004	2.202e-06
23135	26441	##hope	10003	2.202e-06
24540	22697	expenditures	10002	2.202e-06
10715	28589	supervise	10002	2.202e-06
24036	22023	ineligible	10000	2.201e-06
19145	27860	insurrection	9999	2.201e-06
9375	26374	alton	9998	2.201e-06
19165	23660	secretaries	9998	2.201e-06
4781	20374	elector	9997	2.200e-06
23708	27640	##claiming	9996	2.200e-06
25120	23028	burnley	9995	2.200e-06
24268	20972	##athic	9995	2.200e-06
24056	24042	airplanes	9994	2.200e-06
25012	27549	##erian	9994	2.200e-06
22721	23521	analytic	9994	2.200e-06
19624	27702	dawned	9994	2.200e-06
24598	24807	subsp	9991	2.199e-06
18586	22915	leveled	9990	2.199e-06
22797	21153	sanford	9990	2.199e-06
24963	25393	##cius	9990	2.199e-06
23689	26834	leash	9990	2.199e-06
6786	25813	watering	9990	2.199e-06
26242	27856	extravagant	9989	2.199e-06
21521	24477	bolshevik	9989	2.199e-06
11183	29262	jingle	9988	2.198e-06
18105	25712	adherents	9988	2.198e-06
19089	24710	simulations	9988	2.198e-06
22511	24642	resigning	9987	2.198e-06
15289	24629	footprints	9987	2.198e-06
22738	19327	mateo	9987	2.198e-06
23219	27491	spontaneously	9987	2.198e-06
15461	23225	khorasan	9987	2.198e-06
18399	24636	shipments	9985	2.198e-06
26081	25751	posse	9984	2.198e-06
27619	26594	lunatic	9983	2.197e-06
16071	22998	cartridges	9982	2.197e-06
23347	23148	hodge	9981	2.197e-06
22341	22954	tacoma	9979	2.196e-06
17559	22029	bismarck	9978	2.196e-06
26876	22712	remy	9978	2.196e-06
24967	24549	canning	9977	2.196e-06
24055	24868	reacting	9973	2.195e-06
22597	21930	##riding	9973	2.195e-06
16340	22202	palatine	9972	2.195e-06
23479	22398	##thorpe	9972	2.195e-06
18459	21514	galileo	9972	2.195e-06
25554	23652	panorama	9971	2.195e-06
23529	21311	whitman	9971	2.195e-06
20476	25291	breadth	9970	2.194e-06
13170	23237	##codes	9970	2.194e-06
22765	21521	natalia	9969	2.194e-06
20299	23895	reinforcement	9969	2.194e-06
19043	19975	197	9968	2.194e-06
15807	24409	##achal	9967	2.194e-06
13869	24215	wcw	9967	2.194e-06
18668	23470	sunken	9967	2.194e-06
9170	25395	cmll	9962	2.193e-06
12571	23821	flyer	9960	2.192e-06
26331	22688	ribbons	9958	2.192e-06
25171	28567	protege	9957	2.192e-06
23217	23009	brewster	9957	2.192e-06
20792	22193	jolly	9957	2.192e-06
24986	20025	macon	9956	2.191e-06
21365	22777	229	9956	2.191e-06
22008	20371	armand	9954	2.191e-06
18901	26193	domes	9954	2.191e-06
20578	27282	nils	9954	2.191e-06
22245	28833	alligator	9953	2.191e-06
23496	14298	nipple	9953	2.191e-06
23809	24279	##sities	9953	2.191e-06
24836	25034	netball	9953	2.191e-06
14687	28558	oppressive	9952	2.191e-06
21193	29356	##lovic	9952	2.191e-06
21816	21087	atkins	9951	2.190e-06
21999	25700	invertebrates	9949	2.190e-06
22377	21221	hoarse	9948	2.190e-06
23271	18973	avalon	9948	2.190e-06
24622	22007	mecklenburg	9947	2.189e-06
22104	23240	appellate	9945	2.189e-06
23151	24408	jayne	9944	2.189e-06
26453	26517	##gami	9944	2.189e-06
16512	23246	texans	9942	2.188e-06
24388	23637	insulted	9942	2.188e-06
22982	22857	720	9941	2.188e-06
15980	26852	squid	9940	2.188e-06
24502	24059	clauses	9940	2.188e-06
23728	24800	calvert	9939	2.188e-06
20885	23214	meiji	9938	2.187e-06
15288	22773	faso	9938	2.187e-06
25251	20797	1765	9936	2.187e-06
23322	25638	##ctuated	9936	2.187e-06
24722	22990	kaplan	9935	2.187e-06
24525	23668	waterway	9934	2.187e-06
24845	20317	950	9934	2.187e-06
20935	24338	novgorod	9930	2.186e-06
26310	23077	entropy	9929	2.185e-06
2565	28610	##orth	9928	2.185e-06
24085	25323	implication	9928	2.185e-06
22643	22060	302	9925	2.185e-06
21731	23075	macleod	9925	2.185e-06
17279	20032	marius	9924	2.184e-06
22177	30177	##か	9923	2.184e-06
22230	26180	asthma	9921	2.184e-06
19388	20653	morley	9920	2.183e-06
18455	23322	tuscany	9919	2.183e-06
26558	25734	blindly	9918	2.183e-06
11536	26094	suicidal	9917	2.183e-06
25220	24832	frequented	9917	2.183e-06
27952	23421	tempting	9916	2.183e-06
24152	16008	lashes	9916	2.183e-06
22372	25502	modulation	9915	2.182e-06
22025	28178	enoch	9915	2.182e-06
18129	27196	poorer	9914	2.182e-06
8393	24734	climates	9912	2.182e-06
25345	22699	chesterfield	9911	2.181e-06
23873	24534	autopsy	9910	2.181e-06
21571	24825	##ulio	9910	2.181e-06
21198	29161	runes	9909	2.181e-06
23395	20132	##icient	9909	2.181e-06
25355	24653	##ives	9907	2.181e-06
26697	28034	caliphate	9905	2.180e-06
21470	23867	mahogany	9905	2.180e-06
23228	24724	sloping	9903	2.180e-06
23020	27067	##lash	9903	2.180e-06
22932	20827	1762	9902	2.180e-06
20700	22620	##charged	9900	2.179e-06
20806	21577	padres	9900	2.179e-06
11345	26516	##chuk	9899	2.179e-06
25037	24019	##flies	9899	2.179e-06
25718	26755	##ances	9899	2.179e-06
24810	27321	##cytes	9898	2.179e-06
23376	22308	messing	9898	2.179e-06
15903	23227	bengals	9896	2.178e-06
18804	23591	safari	9896	2.178e-06
22937	27226	enrichment	9895	2.178e-06
18284	23718	nomenclature	9893	2.178e-06
23994	24469	debuting	9891	2.177e-06
24041	22754	compilations	9891	2.177e-06
18031	24945	regulars	9891	2.177e-06
16521	25853	emory	9891	2.177e-06
23557	25860	wellness	9891	2.177e-06
9781	26316	hilarious	9890	2.177e-06
23305	27619	crates	9890	2.177e-06
23803	24207	nominally	9889	2.177e-06
24071	27000	selector	9886	2.176e-06
22901	23000	radiated	9886	2.176e-06
22860	27168	sportsman	9886	2.176e-06
19061	24199	sprawling	9886	2.176e-06
20100	23272	1730	9885	2.176e-06
21890	22130	maynard	9884	2.176e-06
24481	24261	lurking	9879	2.174e-06
23429	24325	leaking	9878	2.174e-06
25223	23433	badges	9878	2.174e-06
23268	26171	qb	9878	2.174e-06
25500	24430	roaming	9876	2.174e-06
26110	19891	historia	9875	2.174e-06
25587	24812	moors	9874	2.173e-06
21068	24741	##teacher	9874	2.173e-06
25326	24126	amiga	9874	2.173e-06
15967	25515	fleets	9874	2.173e-06
25544	22323	savanna	9869	2.172e-06
24725	24974	creeks	9866	2.172e-06
24747	21816	##lium	9865	2.171e-06
23276	23952	cringed	9864	2.171e-06
22225	28467	restrain	9863	2.171e-06
24044	26313	thirties	9863	2.171e-06
22440	23730	packets	9861	2.170e-06
21464	28089	profoundly	9859	2.170e-06
27633	29372	armchair	9859	2.170e-06
20624	23535	1720	9858	2.170e-06
24261	25655	##nsky	9858	2.170e-06
22481	24877	escorts	9856	2.169e-06
9014	24200	##bbly	9856	2.169e-06
5544	22167	##icum	9855	2.169e-06
24465	29112	##oteric	9855	2.169e-06
22600	25273	shaded	9854	2.169e-06
25099	25849	##routed	9851	2.168e-06
23167	21896	ballard	9849	2.168e-06
23672	24523	permitting	9849	2.168e-06
23090	24309	topological	9849	2.168e-06
23307	25773	infinitely	9848	2.168e-06
24162	22583	housekeeper	9847	2.167e-06
20342	24490	##around	9846	2.167e-06
19126	22898	252	9846	2.167e-06
24182	27962	snacks	9845	2.167e-06
24642	23140	taluk	9843	2.167e-06
16136	25654	supplements	9843	2.167e-06
23488	25373	##orous	9842	2.166e-06
14991	23704	scraping	9842	2.166e-06
15308	24603	elsie	9840	2.166e-06
23235	21921	futsal	9839	2.166e-06
7923	25455	interpreting	9834	2.165e-06
24402	26786	##lates	9834	2.165e-06
25794	26298	groceries	9833	2.164e-06
22312	22948	##relli	9833	2.164e-06
15932	24318	octopus	9832	2.164e-06
22334	29126	lads	9831	2.164e-06
21792	29401	##olio	9831	2.164e-06
23017	26964	confronting	9829	2.163e-06
14374	23010	charters	9829	2.163e-06
23915	27017	chilling	9828	2.163e-06
24379	20024	390	9828	2.163e-06
25130	25696	adventist	9828	2.163e-06
22904	28331	##fles	9827	2.163e-06
22229	26481	anticipating	9827	2.163e-06
12008	27642	##osomal	9827	2.163e-06
16464	19417	##jima	9825	2.163e-06
22536	21188	##gawa	9825	2.163e-06
20320	24545	expands	9824	2.162e-06
8779	25759	encircled	9823	2.162e-06
22121	25450	##champ	9823	2.162e-06
26327	27645	ngc	9823	2.162e-06
22673	22098	nokia	9822	2.162e-06
23435	27991	constantin	9821	2.162e-06
24147	22636	lynx	9820	2.161e-06
14417	24147	##zano	9819	2.161e-06
23077	25536	cosmetic	9819	2.161e-06
7790	21964	laird	9819	2.161e-06
27636	25478	urgently	9816	2.161e-06
20157	27271	shatter	9815	2.160e-06
22829	22186	spence	9815	2.160e-06
23518	23992	colloquially	9813	2.160e-06
19882	22145	##ulton	9813	2.160e-06
22030	25475	##riated	9812	2.160e-06
10053	24827	crumbling	9812	2.160e-06
23259	23295	reared	9812	2.160e-06
26191	1161	η	9811	2.159e-06
23731	24266	hahn	9811	2.159e-06
22180	24641	unauthorized	9810	2.159e-06
27070	23248	##ropolis	9806	2.158e-06
18100	28341	sublime	9806	2.158e-06
24409	27094	stains	9805	2.158e-06
26266	19611	520	9803	2.158e-06
17887	26075	bolivian	9803	2.158e-06
24331	25644	regulators	9802	2.158e-06
25555	23587	slashed	9801	2.157e-06
25529	21819	##enstein	9801	2.157e-06
21486	27111	eucalyptus	9801	2.157e-06
23348	21276	streaked	9801	2.157e-06
22492	22324	jameson	9800	2.157e-06
23973	25650	##nzo	9798	2.157e-06
22057	21481	stepfather	9797	2.156e-06
27084	23888	earle	9797	2.156e-06
22742	24220	##dust	9796	2.156e-06
23046	23414	loyalist	9795	2.156e-06
21335	28348	reconciled	9795	2.156e-06
25997	24540	proxy	9794	2.156e-06
24703	21380	monsieur	9794	2.156e-06
13565	24465	managerial	9792	2.155e-06
23746	22474	bahia	9792	2.155e-06
23306	22350	swindon	9792	2.155e-06
24686	27946	zimmerman	9792	2.155e-06
6322	25934	bureaucracy	9790	2.155e-06
22962	23380	247	9789	2.155e-06
23281	23175	classmate	9788	2.154e-06
21427	11732	lucien	9787	2.154e-06
16533	20308	janata	9787	2.154e-06
23508	20708	1771	9786	2.154e-06
23513	25360	##umatic	9786	2.154e-06
23517	28568	straighten	9786	2.154e-06
20617	25453	advises	9785	2.154e-06
24121	27894	contradictory	9785	2.154e-06
17149	20424	eduard	9784	2.154e-06
26641	24461	josiah	9784	2.154e-06
22429	18165	dominique	9778	2.152e-06
24765	25375	bankers	9777	2.152e-06
23234	25281	encompass	9776	2.152e-06
23880	25503	sedimentary	9776	2.152e-06
20825	26239	blasting	9775	2.152e-06
18984	20036	blanco	9774	2.151e-06
23532	24088	##mable	9773	2.151e-06
25405	26906	longevity	9773	2.151e-06
22890	23334	vane	9772	2.151e-06
23666	27215	oder	9771	2.151e-06
23048	22804	norwood	9769	2.150e-06
25110	25795	introductions	9768	2.150e-06
25533	19714	640	9767	2.150e-06
24771	27920	##gut	9767	2.150e-06
24821	1179	ω	9767	2.150e-06
26283	21675	caracas	9766	2.150e-06
15160	25477	unitarian	9764	2.149e-06
22967	24139	armory	9763	2.149e-06
23723	26979	behaved	9763	2.149e-06
21114	20144	clipped	9760	2.148e-06
16593	23756	independents	9757	2.148e-06
24586	22947	algiers	9755	2.147e-06
18737	27419	primaries	9755	2.147e-06
19160	19713	museo	9754	2.147e-06
11439	28410	jalan	9754	2.147e-06
24359	23889	introductory	9754	2.147e-06
23764	23679	electrification	9754	2.147e-06
22753	26120	prowess	9753	2.147e-06
24499	23917	susie	9753	2.147e-06
12715	21636	easton	9752	2.147e-06
26354	23241	lehigh	9751	2.146e-06
24605	25794	##orestation	9750	2.146e-06
25357	24733	breaker	9749	2.146e-06
21029	25628	homemade	9749	2.146e-06
24815	25829	blasts	9749	2.146e-06
15442	23359	precedence	9748	2.146e-06
27609	24959	invoked	9746	2.145e-06
7954	25941	ioc	9746	2.145e-06
14008	25203	glistening	9746	2.145e-06
24346	23793	##kker	9745	2.145e-06
21345	23764	telangana	9745	2.145e-06
23026	21243	fingernails	9745	2.145e-06
23200	24874	dockyard	9743	2.145e-06
23837	24802	stocked	9740	2.144e-06
19510	24822	republics	9739	2.144e-06
25916	27493	buena	9739	2.144e-06
25486	26986	amplified	9737	2.143e-06
15547	26206	notwithstanding	9736	2.143e-06
27973	27626	yawned	9735	2.143e-06
12404	26618	logged	9734	2.143e-06
25954	26565	##rogated	9734	2.143e-06
14862	25634	durable	9733	2.142e-06
25715	27530	curate	9733	2.142e-06
22170	27357	felicity	9733	2.142e-06
25450	23396	conductors	9731	2.142e-06
22551	23896	##haling	9730	2.142e-06
12882	22784	ulysses	9729	2.141e-06
22240	21212	sprawled	9727	2.141e-06
23332	19971	tammy	9725	2.141e-06
25380	22469	stamford	9725	2.141e-06
14667	26405	hurst	9722	2.140e-06
21923	29067	##onda	9722	2.140e-06
22182	21679	295	9721	2.140e-06
22352	24288	successively	9721	2.140e-06
24584	26527	##schaft	9721	2.140e-06
21216	28138	##isance	9720	2.139e-06
26080	29381	##ostal	9720	2.139e-06
22693	25519	alcoholism	9719	2.139e-06
19067	22141	dmitry	9719	2.139e-06
21030	23849	convection	9719	2.139e-06
12399	27754	apes	9718	2.139e-06
19505	19516	##iques	9718	2.139e-06
24022	28839	derelict	9717	2.139e-06
21263	21108	hyun	9715	2.138e-06
13604	22372	galloway	9714	2.138e-06
14794	23394	bends	9714	2.138e-06
25588	25473	phosphorus	9713	2.138e-06
16123	24776	flees	9713	2.138e-06
20987	22386	gladys	9713	2.138e-06
14514	23509	strung	9712	2.138e-06
16035	23479	##tology	9712	2.138e-06
22862	24166	stormy	9712	2.138e-06
9580	25978	skipping	9708	2.137e-06
22906	26240	##ounded	9708	2.137e-06
25728	24556	##phate	9707	2.137e-06
22567	24623	foxes	9706	2.136e-06
28324	25316	taps	9705	2.136e-06
12928	25956	dissatisfied	9703	2.136e-06
19661	25088	educating	9703	2.136e-06
23712	22315	##kley	9699	2.135e-06
22691	22929	##ennial	9699	2.135e-06
26322	26251	##roved	9696	2.134e-06
8655	24721	##sius	9695	2.134e-06
24600	21439	curving	9693	2.134e-06
7399	22829	##placed	9693	2.134e-06
22145	25135	unsafe	9692	2.133e-06
13136	24628	crystalline	9690	2.133e-06
24269	28428	exercising	9689	2.133e-06
22213	25338	interspersed	9688	2.132e-06
23139	24363	auschwitz	9688	2.132e-06
14536	22463	piazza	9688	2.132e-06
15445	26531	##vino	9687	2.132e-06
19506	26332	##fires	9687	2.132e-06
25046	22735	akron	9686	2.132e-06
12374	24130	chapels	9686	2.132e-06
26737	24013	usable	9685	2.132e-06
21253	29908	##র	9685	2.132e-06
28053	24571	repulsed	9684	2.132e-06
24668	24857	pasta	9683	2.131e-06
26941	25882	columbian	9682	2.131e-06
23910	25045	curvature	9680	2.131e-06
22880	24313	francs	9680	2.131e-06
20971	28840	deafening	9680	2.131e-06
19950	21777	285	9677	2.130e-06
24120	24167	##stered	9677	2.130e-06
20797	23629	cantata	9676	2.130e-06
20483	27237	pepsi	9675	2.130e-06
22528	25512	penultimate	9674	2.129e-06
23416	27500	##vus	9672	2.129e-06
23413	26863	##sily	9671	2.129e-06
17505	25239	revolutions	9671	2.129e-06
7385	24686	cosmopolitan	9670	2.128e-06
21549	21520	matrices	9667	2.128e-06
24033	21832	plastered	9666	2.128e-06
20189	21750	minas	9665	2.127e-06
12417	22406	tbilisi	9663	2.127e-06
26144	27708	£100	9662	2.127e-06
